lender_table,name,product_name,application_url,lender_row_url,eligible_states,bureaus_pulled,business_bureau_pulled,double_pull,multiple_llc_allowed,stated_requirements,docs_requested,application_method,approval_speed,typical_approval_range,average_starting_loc,max_known_loc,apr_terms,repayment_terms,draw_period_renewal,relationship_required,deposit_balance_impact,known_friendly_states,insider_tips,priority_tier,notes,active,branch_location_info,prequal_soft_pull,intro_offers,requires_account_opening,minimum_deposit,underwriter_interaction,relationship_manager,documentation_required,minimum_time_in_business_years,minimum_revenue_threshold,collateral_required,renewal_terms,loan_type,apr_range_pct,repayment_terms_months,funding_speed,loc_type,external_row_id
OnlineBizCC,PNC Bank,,https://www.pnc.com/en/small-business/borrowing/business-credit-cards.html,https://app.notion.com/p/legacystrong/Alabama-253c3aa761d2803190efc372a47f3174,"AL, FL, IA, IL, IN, KY, MD, MI, NC, NJ, OH, PA, VA",,,,,Checking account recommended.,,,,,,,,,,,,,"0% is for balance transfers only—read terms carefully.; 0% interest on balance transfers only; Only 0% for balance transfers; Only 0% on balance transfers; 0% only on balance transfers.; 0% only valid on balance transfers.; Checking account recommended.; 0% interest applies to balance transfers only; 0% only applies to balance transfers; 0% applies to balance transfers only; 0% applies to balance transfers only.; 0% APR for balance transfers only.; 0% applies only to balance transfers; PNC Visa Business Credit Card: Introductory Offer: 0% intro APR for the first 13 billing cycles, then a variable APR of 15.24% - 25.24%. Balance Transfer Fee: 3% of each transfer amount or $5 minimum, whichever is greater. Requirement: This card requires balance transfer requests to be made within 90 days from account opening to qualify for the introductory APR.",,Source: Notion Deep State Datapoints (Legacy Strong); Hub refs: Best balance transfer cards,true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-PNC-BANK
OnlineBizCC,PNC Bank (0% BT only),,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,CA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-PNC-BANK-0-BT-ONLY
InBranchBizCC,Premier Bank,,https://creditcardlearnmore.com/11t3/index,https://app.notion.com/p/legacystrong/Indiana-253c3aa761d280869289d2c1b9f70bb0,"IN, MI, OH, PA",,,,,,,,,,,,,,,,,,Eastern Michigan,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-PREMIER-BANK
OnlineBizCC,Premier Valley Bank (0% - HTLF),,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,CA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-PREMIER-VALLEY-BANK-0-HTLF
InBranchBizCC,Prosperity Bank,,,https://app.notion.com/p/legacystrong/Texas-253c3aa761d280e69380ed7607909b5b,TX,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-PROSPERITY-BANK
OnlineBizCC,Providence Bank,,https://www.mycommunitycc.com/li5FqtixFY9g,https://app.notion.com/p/legacystrong/Illinois-253c3aa761d28004ba89f6af65a5b622,IL,,,,,No business checking required,,,,,,,,,,,,,No business checking required,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-PROVIDENCE-BANK
InBranchBizCC,Provident Bank,,,https://app.notion.com/p/legacystrong/New-Jersey-253c3aa761d2801b8af4d65ca5ffd313,NJ,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-PROVIDENT-BANK
OnlineBizCC,Red River Bank,,https://www.redriverbank.net/commercial/credit-cards/,https://app.notion.com/p/legacystrong/Louisiana-253c3aa761d28022842ae6894ed544b8,LA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-RED-RIVER-BANK
InBranchBizCC,Regions Bank,,https://www.regions.com/small-business/business-credit-cards,https://app.notion.com/p/legacystrong/Missouri-253c3aa761d2806aad8cdbba6550301b,"MO, TX",,,,,Requires 2+ years business age for best approval odds.,,,,,,,,,,,,,Requires 2+ years business age for best approval odds.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-REGIONS-BANK
OnlineBizCC,Regions Bank,,https://www.regions.com/small-business/business-credit-cards,https://app.notion.com/p/legacystrong/Alabama-253c3aa761d2803190efc372a47f3174,"AL, AR, FL, GA, IN, LA, MS, TN",,,,,Business must be 2+ years old for best results.; 2+ years of business age recommended; 2+ years business age preferred; Business checking recommended; Business age of 2+ years recommended; 2 years of business age recommended; 2 years of business history recommended; 2+ years of business history preferred; Recommend 2 years of business history,,,,,,,,,,,,,Business must be 2+ years old for best results.; 2+ years of business age recommended; 2+ years business age preferred; Business checking recommended; Business age of 2+ years recommended; 2 years of business age recommended; 2 years of business history recommended; 2+ years of business history preferred; Recommend 2 years of business history,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-REGIONS-BANK
InBranchBizCC,Republic Bank,,https://www.republicbank.com/home/business/credit-cards/world-elite,https://app.notion.com/p/legacystrong/Kentucky-253c3aa761d2803d906ef673163a8535,KY,,,,,,,,,,,,,,,,,,Offers the World Elite Mastercard for business.; Often has introductory 0% offers.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-REPUBLIC-BANK
OnlineBizCC,River View Bank,,,https://app.notion.com/p/legacystrong/Washington-253c3aa761d280fd80f1c16fa02e72b1,WA,,,,,No checking account needed,,,,,,,,,,,,,"No checking account needed; Go to BUSINESS card section and find the 0% offer (20 months); $200k+ balance/investment can help you hit $25k+ limits (not verified); Avoid VPN use — apply near biz/home address; After 1st approval, apply at a second Elan-partner bank using same info",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-RIVER-VIEW-BANK
InBranchBizCC,Rockland Trust,,https://www.rocklandtrust.com/small-business/banking/small-business-credit-cards,https://app.notion.com/p/legacystrong/Massachusetts-253c3aa761d280a6a509d271933413ad,MA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-ROCKLAND-TRUST
OnlineBizCC,Rockland Trust,,https://www.rocklandtrust.com/small-business/banking/small-business-credit-cards,https://app.notion.com/p/legacystrong/Connecticut-253c3aa761d2801fbf66c6a5f585f1fa,"CT, MA, ME",,,,,No business checking needed (third-party issued).; 3rd-party underwriter; no business checking required.,,,,,,,,,,,,,"Use only one IP per app. Never use a VPN.; Report $200K+ liquid (unverified, not checked) for higher limits.; After first approval, duplicate your app at another Elan bank using exact info.; No business checking needed (third-party issued).; Find the business 0% interest card for 20 months.; Report $200k+ in “account balance” for higher limit (~$25k+).; Never use a VPN—apply from an IP near your address.; Apply to one Elan bank, then apply to a second with consistent info.; 3rd-party underwriter; no business checking required.; Avoid VPNs and keep IP near business address.; Apply at 2+ banks post-approval using consistent info:",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-ROCKLAND-TRUST
OnlineBizCC,Rocky Mountain Bank (0%,HTLF),https://www.rmbank.com/,https://app.notion.com/p/legacystrong/Montana-253c3aa761d2805aa37fe760dfc59803,MT,,,,,,,,,,,,,,,,,,Online app → follow-up phone call; Report high net worth & $50k+ monthly spend (unverified),,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-ROCKY-MOUNTAIN-BANK-0
InBranchBizCC,Sabine State Bank,,https://www.sabinebank.com/Business-Banking/Credit-Card,https://app.notion.com/p/legacystrong/Louisiana-253c3aa761d28022842ae6894ed544b8,LA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SABINE-STATE-BANK
InBranchBizCC,Salem Five Cents Bank,,https://www.salemfive.com/business/loans/business-credit-card/,https://app.notion.com/p/legacystrong/Massachusetts-253c3aa761d280a6a509d271933413ad,MA,,,,,,,,,,,,,,,,,,Offers 0% intro rate on purchases and balance transfers.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SALEM-FIVE-CENTS-BANK
InBranchBizCC,Sandy Spring Bank,,https://www.sandyspringbank.com/business/borrowing/loans-lending/business-credit-cards,https://app.notion.com/p/legacystrong/Maryland-253c3aa761d280da9edddf304ac75e0e,MD,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SANDY-SPRING-BANK
InBranchBizCC,Santander Bank,,https://www.santanderbank.com/us/get-started/business,https://app.notion.com/p/legacystrong/Massachusetts-253c3aa761d280a6a509d271933413ad,"MA, NH, NJ, PA, RI",,,,,,,,,,,,,,,,,,"Offers business credit cards and small business services.; Check with branch rep for tailored offers.; 0% intro APR card options (primarily personal, but inquire about biz cards); Business and personal cards available. Business age helps.",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SANTANDER-BANK
InBranchBizCC,Security Bank of Kansas City,,https://www.securitybankkc.com/business/business-credit,https://app.notion.com/p/legacystrong/Kansas-253c3aa761d28030a60fd298581357b7,KS,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SECURITY-BANK-OF-KANSAS-CITY
OnlineBizCC,Shore United Bank (0%,TCM),https://www.mycommunitycc.com/q5RNZ2U59jHM,https://app.notion.com/p/legacystrong/Maryland-253c3aa761d280da9edddf304ac75e0e,MD,,,,,No biz checking required,,,,,,,,,,,,,No biz checking required,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-SHORE-UNITED-BANK-0
InBranchBizCC,Simmons Bank,,,https://app.notion.com/p/legacystrong/Arkansas-253c3aa761d280bebebfdc79020e3fc3,"AR, TN",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SIMMONS-BANK
InBranchBizCC,South State Bank,,,https://app.notion.com/p/legacystrong/South-Carolina-253c3aa761d280f2b817e2b0fb7eb38e,SC,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SOUTH-STATE-BANK
InBranchBizCC,Southern Bank,,,https://app.notion.com/p/legacystrong/North-Carolina-253c3aa761d280ea96cafe4602f9b0a8,NC,,,,,,,,,,,,,,,,,,Smaller relationship-based bank.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SOUTHERN-BANK
InBranchBizCC,Southside Bank,,,https://app.notion.com/p/legacystrong/Texas-253c3aa761d280e69380ed7607909b5b,TX,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SOUTHSIDE-BANK
InBranchBizCC,SouthState Bank,,,https://app.notion.com/p/legacystrong/Georgia-253c3aa761d280c0a8f0c876c511936d,GA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SOUTHSTATE-BANK
OnlineBizCC,Spirit Bank (0%,TCM Issuer),,https://app.notion.com/p/legacystrong/Oklahoma-253c3aa761d2808aaab1fdc8f586b2f0,OK,,,,,No business checking required,,,,,,,,,,,,,No business checking required,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-SPIRIT-BANK-0
InBranchBizCC,State Bank of Southern Utah,,,https://app.notion.com/p/legacystrong/Utah-253c3aa761d28057a843c5d26660d602,UT,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-STATE-BANK-OF-SOUTHERN-UTAH
InBranchBizCC,State Bank of Taunton,,https://www.statebankoftaunton.com/personal/credit-cards/,https://app.notion.com/p/legacystrong/Minnesota-253c3aa761d28008a1eef7740ad6e848,MN,,,,,,,,,,,,,,,,,,"Sunrise Banks; ✅ Tips:; Apply from same IP as your business address.; Report $200k+ in assets to aim for $25k+ limits (not verified).; Once approved at 1 Elan bank, apply again at another.",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-STATE-BANK-OF-TAUNTON
InBranchBizCC,Stock Yards Bank & Trust,,https://www.syb.com/business-credit-cards,https://app.notion.com/p/legacystrong/Kentucky-253c3aa761d2803d906ef673163a8535,KY,,,,,Branch visit may be required for full application.,,,,,,,,,,,,,Visa Business Credit Cards with reward points + strong limits.; Branch visit may be required for full application.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-STOCK-YARDS-BANK-TRUST
InBranchBizCC,Stockman Bank,,https://www.stockmanbank.com/bus/cards,https://app.notion.com/p/legacystrong/Montana-253c3aa761d2805aa37fe760dfc59803,MT,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-STOCKMAN-BANK
InBranchBizCC,Synovus Bank,,,https://app.notion.com/p/legacystrong/Georgia-253c3aa761d280c0a8f0c876c511936d,GA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-SYNOVUS-BANK
OnlineBizCC,Synovus Bank,,,https://app.notion.com/p/legacystrong/Alabama-253c3aa761d2803190efc372a47f3174,"AL, SC",,,,,,,,,,,,,,,,,,Regionally strong for the Southeast. Excellent customer support.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-SYNOVUS-BANK
InBranchBizCC,TBK Bank,,,https://app.notion.com/p/legacystrong/Colorado-253c3aa761d28070b6f5f734098892e5,CO,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-TBK-BANK
InBranchBizCC,TCF Bank,,https://www.tcfbank.com/small-business/credit-cards,https://app.notion.com/p/legacystrong/Arizona-253c3aa761d280c9aea9d64e162937b2,"AZ, IL, MI, MN",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-TCF-BANK
InBranchBizCC,TD Bank,,https://www.td.com/us/en/personal-banking/credit-cards/business-solutions-credit-card/,https://app.notion.com/p/legacystrong/Connecticut-253c3aa761d2801fbf66c6a5f585f1fa,"CT, DE, ME, NH, NJ, NY, RI, SC, VT",,,,,Traditional relationship bank. Business checking helps.,,,,,,,,,,,,,Friendly to new businesses and LLCs.; Apply in branch or online. 0% offers rotate frequently.; Check eligibility for small business LOCs as well.; Offers business solutions cards with potential 0% promos.; Good option if you already bank with TD.; Offers small business credit cards with rewards; Traditional relationship bank. Business checking helps.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-TD-BANK
OnlineBizCC,TD Bank,,https://www.td.com/us/en/personal-banking/credit-cards/business-solutions-credit-card/,https://app.notion.com/p/legacystrong/Florida-253c3aa761d280d7aae1c62c34560395,"FL, MA",,,,,,,,,,,,,,,,,,"Offers both business credit cards and secured business lines; TD offers a range of business cards, some with intro 0% periods.",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-TD-BANK
OnlineBizCC,Territorial Savings Bank (0% - Elan Financial),,,https://app.notion.com/p/legacystrong/Hawaii-253c3aa761d280909ddfdb2513a2c16f,HI,,,,,No business checking needed,,,,,,,,,,,,,No business checking needed; Use the business version of the application; $200K+ in assets or investment balances (self-reported) helps secure higher limits,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-TERRITORIAL-SAVINGS-BANK-0-ELAN-FINANCIA
InBranchBizCC,The Bank of Commerce,,https://www.commercebank.com/business/cards/credit-cards,https://app.notion.com/p/legacystrong/Idaho-253c3aa761d28090b2e9fde857adcbf7,ID,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-THE-BANK-OF-COMMERCE
InBranchBizCC,The Farmers Bank,,https://www.thefarmersbank.com/business/business-credit-cards,https://app.notion.com/p/legacystrong/Indiana-253c3aa761d280869289d2c1b9f70bb0,IN,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-THE-FARMERS-BANK
InBranchBizCC,The First Bank,,https://www.fbtonline.com/Business/Business-Lending/Business-VISA-Credit-Card,https://app.notion.com/p/legacystrong/Mississippi-253c3aa761d280b7aafdcd60f363a740,MS,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-THE-FIRST-BANK
OnlineBizCC,The Missouri Bank,,https://www.themissouribank.com/Credit-Cards,https://app.notion.com/p/legacystrong/Missouri-253c3aa761d2806aad8cdbba6550301b,MO,,,,,No business checking required.,,,,,,,,,,,,,No business checking required.; Issued through TCM (3rd party).,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-THE-MISSOURI-BANK
OnlineBizCC,The People’s Bank,,https://commonsenselenders.com/WebApp/WebPages/MainPages/MainPage.aspx,https://app.notion.com/p/legacystrong/Mississippi-253c3aa761d280b7aafdcd60f363a740,MS,,,,,No biz checking needed,,,,,,,,,,,,,No biz checking needed,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-THE-PEOPLE-S-BANK
OnlineBizCC,The Peoples Bank,,https://www.thepeoplesbank-ky.com/personal-services/,https://app.notion.com/p/legacystrong/Kentucky-253c3aa761d2803d906ef673163a8535,KY,,,,,Business checking not needed.,,,,,,,,,,,,,"Business checking not needed.; Don’t use VPNs. Stay geographically consistent with application details.; After 1 approval, you can apply with another Elan bank using same info (consistent data points = key).; Apply for the 20-month 0% card.",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-THE-PEOPLES-BANK
InBranchBizCC,Towne Bank,,https://creditcardlearnmore.com/11t3/index,https://app.notion.com/p/legacystrong/Maryland-253c3aa761d280da9edddf304ac75e0e,"MD, NC",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-TOWNE-BANK
InBranchBizCC,Tri City National Bank,,,https://app.notion.com/p/legacystrong/Wisconsin-253c3aa761d280d1ba87d713b284c8ee,WI,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-TRI-CITY-NATIONAL-BANK
InBranchBizCC,Tri Counties Bank,,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,CA,,,,,,,,,,,,,,,,,,Local bank with flexible terms. Easy to build relationship with.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-TRI-COUNTIES-BANK
InBranchBizCC,Truist,Business Cards,,https://app.notion.com/p/legacystrong/Texas-253c3aa761d280e69380ed7607909b5b,TX,,,,,Business checking account required; Seasoned liquidity (30+ days),,,,,,,,,,,,,Business checking account required; Seasoned liquidity (30+ days),,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-TRUIST
OnlineBizCC,Truist,,https://www.truist.com/small-business/credit-cards/business-card,https://app.notion.com/p/legacystrong/Alabama-253c3aa761d2803190efc372a47f3174,"AL, AR, FL, GA, KY, LA, MD, MS, NC, OH, PA, SC, TN, VA, WV",,,,,Business checking account required.; Liquidity seasoning of 30+ days helps significantly.; Business checking required; 30+ day liquidity seasoning helps; Requires business checking account; 30+ day seasoning with visible funds helps approval; 30+ day seasoning of funds helps; Business checking required.; 30+ days of seasoning boosts odds; Requires business checking; Seasoned liquidity of 30+ days is key; Requires business checking + 30+ days of liquidity seasoning; Business checking recommended…,,,,,,,,,,,,,Business checking account required.; Liquidity seasoning of 30+ days helps significantly.; Business checking required; 30+ day liquidity seasoning helps; Requires business checking account; 30+ day seasoning with visible funds helps approval; Can request cards via Truist Business OTP: 844-450-1985; 30+ day seasoning of funds helps; Business checking required.; Liquid funds + business age improves chances.; Can be paired with their Line of Credit.; 30+ days of seasoning boosts odds; Requires business checking; Seasoned liquidity of 30+ days is key; Requires business checking + 30+ days of liquidity seasoning; Business checking recommended with 30+ days of seasoning.; Requires business checking and 30+ days liquidity seasoning.; Business checking required + 30+ days of seasoning; Business c…,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-TRUIST
InBranchBizCC,Trustmark National Bank,,,https://app.notion.com/p/legacystrong/Alabama-253c3aa761d2803190efc372a47f3174,AL,,,,,,,,,,,,,,,,,,Regional bank with conservative underwriting.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-TRUSTMARK-NATIONAL-BANK
InBranchBizCC,Umpqua Bank,,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,"CA, OR, WA",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-UMPQUA-BANK
OnlineBizCC,Union Bank,,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,"CA, VT",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-UNION-BANK
InBranchBizCC,Union Bank & Trust,,,https://app.notion.com/p/legacystrong/Nebraska-253c3aa761d280bea995f13e0b43d9d3,NE,,,,,,,,,,,,,,,,,,🔗 UBT Business Cards,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-UNION-BANK-TRUST
InBranchBizCC,United Bank,,,https://app.notion.com/p/legacystrong/Virginia-253c3aa761d28024a870e60ca73b3bef,"VA, WV",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-UNITED-BANK
InBranchBizCC,United Community Bank,,,https://app.notion.com/p/legacystrong/South-Carolina-253c3aa761d280f2b817e2b0fb7eb38e,SC,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-UNITED-COMMUNITY-BANK
InBranchBizCC,US Bank,Business Platinum / Business Leverage,https://creditcardapply.usbank.com/cc/landing,https://app.notion.com/p/legacystrong/Arkansas-253c3aa761d280bebebfdc79020e3fc3,"AR, CO, ID, IN, KS, MO, MT, ND, NE, NV, SD, TN, UT, WY",,,,,"Bank account required; Business checking required; Show liquidity (snapshot day matters); 30+ day seasoning helps, but snapshot of balance day-of also matters; Requires business checking; 30+ day seasoning helps, but balance snapshot matters most; Requires business checking. Open and show balance snapshot on day of applying.; Seasoning not as strict, snapshot of balance on day of application; Open bank account and season if possible.; Snapshot of balance at time of app matters. Prioritize seaso…; U.S. Bank Business Cash Rewards World Elite MasterCard: Features a 0% introductory APR on both pu…",,online,,,,,,,,yes,,,"Bank account required; Open for 30+ days ideal; snapshot of balance matters; Apply for Business Leverage first → spend for 3+ months → then apply for Biz Platinum; Apply with your local RM; Business checking required; 30+ day open account helps; Show liquidity (snapshot day matters); Apply for Business Leverage first → then Business Platinum; 30+ day seasoning helps, but snapshot of balance day-of also matters; Apply for Business Leverage FIRST → spend 3+ months → then apply for Business Platinum; 30+ days open helps, but snapshot of balance on day-of matters most; Apply for Business Leverage card first → use 3 months → then apply for Business Platinum; Requires business checking; 30+ day seasoning helps, but balance snapshot matters most; Apply for Business Leverage first → use for 3+ mo…; US Bank offers a variety of credit cards, and their user-friendly online platform makes it a bree…",,"Source: Notion Deep State Datapoints (Legacy Strong); Hub refs: US Bank cards, Favorite business credit cards, Alec’s favorite personal cards, Best balance transfer cards, Moving credit limits between credit cards",true,,,,yes,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-US-BANK
OnlineBizCC,US Bank,Business Platinum / Business Leverage,https://creditcardapply.usbank.com/cc/landing,https://app.notion.com/p/legacystrong/Arizona-253c3aa761d280c9aea9d64e162937b2,"AZ, CA, IA, IL, KY, MN, NM, OH, OR, WA, WI",,,,,Checking account required; 30+ days recommended.; Business checking required; 30+ day seasoning helps; Requires checking account. Snapshot of funds taken on day of application.; Must open a checking account. Snapshot of balance day-of matters more than seasoning.; Business checking account required.; Snapshot of balance on app day matters more than seasoning.; Business account required.; Business checking recommended and account snapshot helps on app day.; Business bank account required; Snapsh…; U.S. Bank Business Cash Rewards World Elite MasterCard: Features a 0% introductory APR on both pu…,,online,,,,,,,,yes,,,"Checking account required; 30+ days recommended.; Best order: Biz Leverage first → spend for 3+ months → apply Biz Platinum.; Make an appointment at local branch and apply through an RM; Account must be open 30+ days.; Best strategy: Apply Biz Leverage → spend for 3+ months → apply Biz Platinum.; Business checking required; 30+ day seasoning helps; Apply for Biz Leverage first, spend for 3+ months, then Biz Platinum; Use RM for strong approval odds; Requires checking account. Snapshot of funds taken on day of application.; Start with Business Leverage, use it for 3+ months, then apply for Biz Platinum.; Must open a checking account. Snapshot of balance day-of matters more than seasoning.; Apply for Business Leverage first. After 3+ months of spend, go for Business Platinum.; Use RM for st…; US Bank offers a variety of credit cards, and their user-friendly online platform makes it a bree…",,"Source: Notion Deep State Datapoints (Legacy Strong); Hub refs: US Bank cards, Favorite business credit cards, Alec’s favorite personal cards, Best balance transfer cards, Moving credit limits between credit cards",true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-US-BANK
